suburb,state,sal_code,census_year,median_age,median_household_income_weekly,avg_household_size,owner_occupied_pct,renter_pct,household_composition_json
Spring Creek,NSW,SAL13627,2021,54.0,2050.0,2.6,74.0,8.0,"{""family_household_pct"": 78.0, ""non_family_household_pct"": 16.0, ""lone_person_pct"": 16.0}"
Spring Farm,NSW,SAL13628,2021,30.0,2403.0,3.0,72.7,25.9,"{""family_household_pct"": 86.3, ""non_family_household_pct"": 13.4, ""lone_person_pct"": 11.8}"
Spring Flat,NSW,SAL13629,2021,36.0,2974.0,3.0,98.2,7.1,"{""family_household_pct"": 89.4, ""non_family_household_pct"": 8.8, ""lone_person_pct"": 10.6}"
Spring Grove,NSW,SAL13630,2021,43.0,1837.0,2.9,85.5,7.2,"{""family_household_pct"": 77.1, ""non_family_household_pct"": 19.9, ""lone_person_pct"": 16.9}"
Spring Hill,NSW,SAL13631,2021,38.0,1971.0,2.8,92.8,9.6,"{""family_household_pct"": 80.7, ""non_family_household_pct"": 21.7, ""lone_person_pct"": 21.7}"
Spring Hill,NSW,SAL13632,2021,38.0,1937.0,2.9,92.0,12.0,"{""family_household_pct"": 84.0, ""non_family_household_pct"": 16.0, ""lone_person_pct"": 16.0}"
Spring Mountain,NSW,SAL13633,2021,50.0,1562.0,3.2,50.0,50.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Spring Plains,NSW,SAL13634,2021,34.0,1666.0,2.6,30.8,0.0,"{""family_household_pct"": 46.2, ""non_family_household_pct"": 42.3, ""lone_person_pct"": 42.3}"
Spring Ridge,NSW,SAL13635,2021,40.0,1312.0,2.2,68.6,16.7,"{""family_household_pct"": 65.7, ""non_family_household_pct"": 30.4, ""lone_person_pct"": 31.4}"
Spring Terrace,NSW,SAL13636,2021,50.0,1812.0,2.5,89.6,8.3,"{""family_household_pct"": 81.2, ""non_family_household_pct"": 20.8, ""lone_person_pct"": 20.8}"
Springdale,NSW,SAL13637,2021,49.0,1562.0,2.5,80.0,8.0,"{""family_household_pct"": 72.0, ""non_family_household_pct"": 22.0, ""lone_person_pct"": 18.0}"
Springdale Heights,NSW,SAL13638,2021,37.0,1202.0,2.4,66.2,30.5,"{""family_household_pct"": 66.9, ""non_family_household_pct"": 32.8, ""lone_person_pct"": 29.9}"
Springfield,NSW,SAL13639,2021,37.0,2008.0,2.8,70.6,27.8,"{""family_household_pct"": 78.0, ""non_family_household_pct"": 22.1, ""lone_person_pct"": 19.5}"
Springfield,NSW,SAL13640,2021,48.0,1749.0,2.5,64.3,0.0,"{""family_household_pct"": 57.1, ""non_family_household_pct"": 21.4, ""lone_person_pct"": 21.4}"
Springrange,NSW,SAL13641,2021,43.0,2750.0,3.2,78.0,19.9,"{""family_household_pct"": 87.2, ""non_family_household_pct"": 12.8, ""lone_person_pct"": 9.2}"
Springside,NSW,SAL13642,2021,45.0,2250.0,2.7,86.3,13.7,"{""family_household_pct"": 75.5, ""non_family_household_pct"": 22.5, ""lone_person_pct"": 23.5}"
Springvale,NSW,SAL13643,2021,41.0,3185.0,3.4,97.5,1.1,"{""family_household_pct"": 93.9, ""non_family_household_pct"": 5.7, ""lone_person_pct"": 4.0}"
Springwood,NSW,SAL13644,2021,48.0,1778.0,2.4,76.8,17.2,"{""family_household_pct"": 69.1, ""non_family_household_pct"": 31.0, ""lone_person_pct"": 29.1}"
St Albans,NSW,SAL13645,2021,56.0,919.0,2.1,90.9,9.1,"{""family_household_pct"": 68.2, ""non_family_household_pct"": 39.4, ""lone_person_pct"": 39.4}"
St Andrews,NSW,SAL13646,2021,36.0,1837.0,3.0,74.5,23.3,"{""family_household_pct"": 81.9, ""non_family_household_pct"": 18.0, ""lone_person_pct"": 16.3}"
St Clair,NSW,SAL13647,2021,36.0,2067.0,3.0,76.6,21.2,"{""family_household_pct"": 84.1, ""non_family_household_pct"": 15.9, ""lone_person_pct"": 14.3}"
St Clair,NSW,SAL13648,2021,36.0,2125.0,3.0,66.7,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
St Fillans,NSW,SAL13649,2021,43.0,1775.0,2.7,93.3,7.8,"{""family_household_pct"": 71.1, ""non_family_household_pct"": 30.0, ""lone_person_pct"": 26.7}"
St George,NSW,SAL13650,2021,0.0,0.0,0.0,,,
St Georges Basin,NSW,SAL13651,2021,53.0,1113.0,2.3,75.8,17.0,"{""family_household_pct"": 71.5, ""non_family_household_pct"": 28.6, ""lone_person_pct"": 27.0}"
St Helens Park,NSW,SAL13652,2021,33.0,1850.0,3.0,69.4,29.0,"{""family_household_pct"": 81.8, ""non_family_household_pct"": 18.3, ""lone_person_pct"": 16.0}"
St Huberts Island,NSW,SAL13653,2021,58.0,1605.0,2.3,87.3,8.5,"{""family_household_pct"": 73.7, ""non_family_household_pct"": 24.8, ""lone_person_pct"": 23.9}"
St Ives,NSW,SAL13654,2021,43.0,2888.0,2.9,81.7,16.6,"{""family_household_pct"": 82.0, ""non_family_household_pct"": 18.0, ""lone_person_pct"": 17.0}"
St Ives Chase,NSW,SAL13655,2021,42.0,3306.0,3.2,91.3,7.2,"{""family_household_pct"": 90.7, ""non_family_household_pct"": 8.8, ""lone_person_pct"": 8.8}"
St Johns Park,NSW,SAL13656,2021,43.0,1567.0,3.3,76.5,20.8,"{""family_household_pct"": 85.9, ""non_family_household_pct"": 13.9, ""lone_person_pct"": 12.4}"
St Leonards,NSW,SAL13657,2021,34.0,2475.0,1.9,29.8,68.3,"{""family_household_pct"": 54.0, ""non_family_household_pct"": 45.9, ""lone_person_pct"": 39.2}"
St Marys,NSW,SAL13658,2021,34.0,1437.0,2.5,44.5,52.6,"{""family_household_pct"": 64.9, ""non_family_household_pct"": 35.0, ""lone_person_pct"": 31.1}"
St Peters,NSW,SAL13659,2021,35.0,2924.0,2.3,52.9,45.4,"{""family_household_pct"": 63.1, ""non_family_household_pct"": 37.3, ""lone_person_pct"": 24.1}"
Stanborough,NSW,SAL13660,2021,48.0,1531.0,2.7,78.1,21.9,"{""family_household_pct"": 75.0, ""non_family_household_pct"": 15.6, ""lone_person_pct"": 9.4}"
Stanbridge,NSW,SAL13661,2021,38.0,1125.0,2.5,70.5,26.2,"{""family_household_pct"": 63.9, ""non_family_household_pct"": 36.1, ""lone_person_pct"": 32.8}"
Stanford Merthyr,NSW,SAL13662,2021,41.0,1337.0,2.5,81.9,16.7,"{""family_household_pct"": 71.9, ""non_family_household_pct"": 28.5, ""lone_person_pct"": 25.8}"
Stanhope,NSW,SAL13663,2021,42.0,2200.0,3.0,80.0,12.7,"{""family_household_pct"": 83.6, ""non_family_household_pct"": 16.4, ""lone_person_pct"": 16.4}"
Stanhope Gardens,NSW,SAL13664,2021,37.0,2868.0,3.2,77.9,20.1,"{""family_household_pct"": 84.5, ""non_family_household_pct"": 15.5, ""lone_person_pct"": 14.1}"
Stanmore,NSW,SAL13665,2021,36.0,2395.0,2.3,52.7,45.1,"{""family_household_pct"": 59.4, ""non_family_household_pct"": 40.8, ""lone_person_pct"": 30.4}"
Stannifer,NSW,SAL13666,2021,50.0,840.0,2.2,75.0,0.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 53.1, ""lone_person_pct"": 34.4}"
Stannum,NSW,SAL13667,2021,54.0,1312.0,2.5,90.0,0.0,"{""family_household_pct"": 60.0, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 50.0}"
Stanwell Park,NSW,SAL13668,2021,45.0,2798.0,2.9,78.9,17.1,"{""family_household_pct"": 84.5, ""non_family_household_pct"": 16.9, ""lone_person_pct"": 14.5}"
Stanwell Tops,NSW,SAL13669,2021,38.0,2663.0,3.0,78.9,13.9,"{""family_household_pct"": 86.1, ""non_family_household_pct"": 15.7, ""lone_person_pct"": 14.5}"
State Mine Gully,NSW,SAL13670,2021,59.0,1374.0,1.8,100.0,0.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 66.7, ""lone_person_pct"": 66.7}"
Steam Plains,NSW,SAL13671,2021,56.0,0.0,0.0,,,
Steeple Flat,NSW,SAL13672,2021,52.0,1312.0,2.4,120.0,0.0,"{""family_household_pct"": 110.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Stewarts Brook,NSW,SAL13673,2021,59.0,1375.0,2.5,118.2,0.0,"{""family_household_pct"": 45.5, ""non_family_household_pct"": 36.4, ""lone_person_pct"": 45.5}"
Stewarts River,NSW,SAL13674,2021,49.0,1406.0,2.5,87.8,16.3,"{""family_household_pct"": 79.6, ""non_family_household_pct"": 20.4, ""lone_person_pct"": 20.4}"
Stockinbingal,NSW,SAL13675,2021,53.0,986.0,2.2,89.0,11.6,"{""family_household_pct"": 71.9, ""non_family_household_pct"": 30.8, ""lone_person_pct"": 29.5}"
Stockrington,NSW,SAL13676,2021,37.0,1958.0,3.2,75.0,25.0,"{""family_household_pct"": 85.7, ""non_family_household_pct"": 35.7, ""lone_person_pct"": 21.4}"
Stockton,NSW,SAL13677,2021,47.0,1535.0,2.3,67.7,30.0,"{""family_household_pct"": 66.3, ""non_family_household_pct"": 33.4, ""lone_person_pct"": 30.4}"
Stockyard Creek,NSW,SAL13678,2021,54.0,900.0,2.3,77.3,0.0,"{""family_household_pct"": 45.5, ""non_family_household_pct"": 13.6, ""lone_person_pct"": 22.7}"
Stokers Siding,NSW,SAL13679,2021,48.0,1492.0,2.6,81.3,13.9,"{""family_household_pct"": 76.1, ""non_family_household_pct"": 23.0, ""lone_person_pct"": 19.1}"
Stonehenge,NSW,SAL13680,2021,55.0,1406.0,2.4,88.7,7.5,"{""family_household_pct"": 86.8, ""non_family_household_pct"": 11.3, ""lone_person_pct"": 11.3}"
Stonequarry,NSW,SAL13681,2021,47.0,2374.0,2.6,107.7,0.0,"{""family_household_pct"": 69.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Stony Chute,NSW,SAL13682,2021,53.0,919.0,2.2,93.7,12.7,"{""family_household_pct"": 54.0, ""non_family_household_pct"": 44.4, ""lone_person_pct"": 38.1}"
Stony Creek,NSW,SAL13683,2021,48.0,1542.0,2.7,87.8,8.2,"{""family_household_pct"": 87.8, ""non_family_household_pct"": 10.2, ""lone_person_pct"": 10.2}"
Stony Creek,NSW,SAL13684,2021,35.0,2249.0,3.1,76.5,29.4,"{""family_household_pct"": 82.4, ""non_family_household_pct"": 17.6, ""lone_person_pct"": 17.6}"
Stony Crossing,NSW,SAL13685,2021,55.0,1624.0,3.1,42.9,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Stotts Creek,NSW,SAL13686,2021,48.0,1749.0,2.8,133.3,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Stratford,NSW,SAL13687,2021,47.0,979.0,2.1,70.0,20.0,"{""family_household_pct"": 57.1, ""non_family_household_pct"": 45.7, ""lone_person_pct"": 41.4}"
Strathcedar,NSW,SAL13688,2021,42.0,1354.0,2.9,107.1,0.0,"{""family_household_pct"": 78.6, ""non_family_household_pct"": 14.3, ""lone_person_pct"": 14.3}"
Stratheden,NSW,SAL13689,2021,47.0,1235.0,2.4,77.0,18.4,"{""family_household_pct"": 72.4, ""non_family_household_pct"": 21.8, ""lone_person_pct"": 23.0}"
Strathfield,NSW,SAL13690,2021,32.0,2262.0,2.8,52.4,43.9,"{""family_household_pct"": 68.6, ""non_family_household_pct"": 31.5, ""lone_person_pct"": 19.8}"
Strathfield South,NSW,SAL13691,2021,38.0,2045.0,2.8,63.3,33.8,"{""family_household_pct"": 76.5, ""non_family_household_pct"": 23.4, ""lone_person_pct"": 20.8}"
Stroud,NSW,SAL13692,2021,48.0,1310.0,2.5,80.3,13.6,"{""family_household_pct"": 73.3, ""non_family_household_pct"": 26.9, ""lone_person_pct"": 24.7}"
Stroud Hill,NSW,SAL13693,2021,53.0,780.0,2.4,116.7,0.0,"{""family_household_pct"": 91.7, ""non_family_household_pct"": 33.3, ""lone_person_pct"": 33.3}"
Stroud Road,NSW,SAL13694,2021,49.0,1483.0,2.5,74.7,14.9,"{""family_household_pct"": 72.4, ""non_family_household_pct"": 32.2, ""lone_person_pct"": 24.1}"
Stuart Town,NSW,SAL13695,2021,51.0,909.0,2.3,84.3,11.2,"{""family_household_pct"": 65.2, ""non_family_household_pct"": 33.7, ""lone_person_pct"": 31.5}"
Stuarts Point,NSW,SAL13696,2021,55.0,777.0,2.0,66.5,30.9,"{""family_household_pct"": 57.2, ""non_family_household_pct"": 43.4, ""lone_person_pct"": 38.4}"
Stubbo,NSW,SAL13697,2021,46.0,1305.0,2.6,93.6,8.5,"{""family_household_pct"": 73.4, ""non_family_household_pct"": 29.8, ""lone_person_pct"": 26.6}"
Stud Park,NSW,SAL13698,2021,35.0,1625.0,2.8,129.4,23.5,"{""family_household_pct"": 82.4, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Suffolk Park,NSW,SAL13699,2021,39.0,2020.0,2.6,63.9,32.6,"{""family_household_pct"": 66.1, ""non_family_household_pct"": 33.7, ""lone_person_pct"": 21.6}"
Sugarloaf,NSW,SAL13700,2021,57.0,1375.0,2.2,89.7,17.2,"{""family_household_pct"": 65.5, ""non_family_household_pct"": 31.0, ""lone_person_pct"": 31.0}"
Summer Hill,NSW,SAL13701,2021,43.0,1906.0,3.0,89.2,18.9,"{""family_household_pct"": 78.4, ""non_family_household_pct"": 13.5, ""lone_person_pct"": 8.1}"
Summer Hill,NSW,SAL13702,2021,36.0,2260.0,2.1,48.7,49.3,"{""family_household_pct"": 59.3, ""non_family_household_pct"": 40.8, ""lone_person_pct"": 34.2}"
Summer Hill Creek,NSW,SAL13703,2021,40.0,2562.0,3.0,92.6,4.9,"{""family_household_pct"": 82.7, ""non_family_household_pct"": 11.1, ""lone_person_pct"": 11.1}"
Summer Island,NSW,SAL13704,2021,41.0,2100.0,3.1,86.2,17.2,"{""family_household_pct"": 79.3, ""non_family_household_pct"": 13.8, ""lone_person_pct"": 13.8}"
Summerland Point,NSW,SAL13705,2021,48.0,1312.0,2.5,78.2,20.0,"{""family_household_pct"": 73.7, ""non_family_household_pct"": 26.3, ""lone_person_pct"": 24.3}"
Sun Valley,NSW,SAL13706,2021,47.0,2374.0,2.9,89.2,3.6,"{""family_household_pct"": 85.5, ""non_family_household_pct"": 12.0, ""lone_person_pct"": 9.6}"
Sunny Corner,NSW,SAL13707,2021,59.0,1281.0,1.8,75.6,0.0,"{""family_household_pct"": 43.9, ""non_family_household_pct"": 61.0, ""lone_person_pct"": 58.5}"
Sunset Strip,NSW,SAL13708,2021,63.0,537.0,1.5,78.3,0.0,"{""family_household_pct"": 47.8, ""non_family_household_pct"": 47.8, ""lone_person_pct"": 47.8}"
Sunshine,NSW,SAL13709,2021,50.0,1575.0,2.5,80.0,17.8,"{""family_household_pct"": 75.6, ""non_family_household_pct"": 24.4, ""lone_person_pct"": 20.6}"
Sunshine Bay,NSW,SAL13710,2021,56.0,1138.0,2.1,72.0,24.2,"{""family_household_pct"": 65.5, ""non_family_household_pct"": 33.5, ""lone_person_pct"": 32.0}"
Suntop,NSW,SAL13711,2021,47.0,2250.0,2.7,57.7,0.0,"{""family_household_pct"": 53.8, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 11.5}"
Surf Beach,NSW,SAL13712,2021,53.0,1099.0,2.1,68.0,28.5,"{""family_household_pct"": 64.3, ""non_family_household_pct"": 35.7, ""lone_person_pct"": 34.7}"
Surfside,NSW,SAL13713,2021,47.0,1168.0,2.4,70.9,26.4,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 27.5, ""lone_person_pct"": 25.2}"
Surry Hills,NSW,SAL13714,2021,35.0,2308.0,1.8,32.2,65.4,"{""family_household_pct"": 40.9, ""non_family_household_pct"": 59.0, ""lone_person_pct"": 46.8}"
Sussex Inlet,NSW,SAL13715,2021,61.0,887.0,2.0,74.3,18.3,"{""family_household_pct"": 61.4, ""non_family_household_pct"": 38.8, ""lone_person_pct"": 36.3}"
Sutherland,NSW,SAL13716,2021,37.0,1949.0,2.1,55.1,42.4,"{""family_household_pct"": 61.4, ""non_family_household_pct"": 38.7, ""lone_person_pct"": 34.8}"
Sutton,NSW,SAL13717,2021,44.0,3044.0,2.9,81.4,15.6,"{""family_household_pct"": 83.4, ""non_family_household_pct"": 16.6, ""lone_person_pct"": 14.5}"
Sutton Forest,NSW,SAL13718,2021,50.0,2069.0,2.5,72.9,17.6,"{""family_household_pct"": 78.7, ""non_family_household_pct"": 18.6, ""lone_person_pct"": 20.2}"
Swan Bay,NSW,SAL13719,2021,52.0,1156.0,2.5,79.1,14.5,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 21.8, ""lone_person_pct"": 14.5}"
Swan Bay,NSW,SAL13720,2021,43.0,1833.0,2.9,84.5,12.6,"{""family_household_pct"": 89.3, ""non_family_household_pct"": 9.7, ""lone_person_pct"": 3.9}"
Swan Creek,NSW,SAL13721,2021,37.0,900.0,2.8,61.8,38.2,"{""family_household_pct"": 88.2, ""non_family_household_pct"": 29.4, ""lone_person_pct"": 29.4}"
Swan Vale,NSW,SAL13722,2021,45.0,1874.0,3.2,110.0,0.0,"{""family_household_pct"": 90.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Swanbrook,NSW,SAL13723,2021,55.0,2124.0,2.8,0.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Swanhaven,NSW,SAL13724,2021,65.0,809.0,1.8,94.6,5.4,"{""family_household_pct"": 62.4, ""non_family_household_pct"": 39.8, ""lone_person_pct"": 38.7}"
Swans Crossing,NSW,SAL13725,2021,0.0,0.0,0.0,,,
Swansea,NSW,SAL13726,2021,53.0,1037.0,2.2,66.2,27.7,"{""family_household_pct"": 62.4, ""non_family_household_pct"": 37.6, ""lone_person_pct"": 35.4}"
Swansea Heads,NSW,SAL13727,2021,46.0,2083.0,2.7,82.7,14.5,"{""family_household_pct"": 79.9, ""non_family_household_pct"": 19.2, ""lone_person_pct"": 18.7}"
Sweetmans Creek,NSW,SAL13728,2021,58.0,1125.0,2.3,81.0,14.3,"{""family_household_pct"": 81.0, ""non_family_household_pct"": 23.8, ""lone_person_pct"": 23.8}"
Sydenham,NSW,SAL13729,2021,36.0,2245.0,2.5,60.3,36.6,"{""family_household_pct"": 62.2, ""non_family_household_pct"": 38.5, ""lone_person_pct"": 26.1}"
Sydney,NSW,SAL13730,2021,32.0,2227.0,2.1,24.2,72.0,"{""family_household_pct"": 48.5, ""non_family_household_pct"": 51.4, ""lone_person_pct"": 37.4}"
Sydney Olympic Park,NSW,SAL13731,2021,31.0,1975.0,2.0,30.2,67.7,"{""family_household_pct"": 61.2, ""non_family_household_pct"": 38.9, ""lone_person_pct"": 32.7}"
Sylvania,NSW,SAL13732,2021,46.0,1961.0,2.6,74.9,21.1,"{""family_household_pct"": 74.6, ""non_family_household_pct"": 25.5, ""lone_person_pct"": 24.0}"
Sylvania Waters,NSW,SAL13733,2021,43.0,2371.0,2.9,81.6,14.9,"{""family_household_pct"": 82.0, ""non_family_household_pct"": 17.7, ""lone_person_pct"": 15.5}"
Tabbil Creek,NSW,SAL13734,2021,38.0,1718.0,3.6,47.1,0.0,"{""family_household_pct"": 88.2, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tabbimoble,NSW,SAL13735,2021,56.0,599.0,1.7,128.6,0.0,"{""family_household_pct"": 71.4, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 50.0}"
Tabbita,NSW,SAL13736,2021,34.0,2750.0,3.3,13.6,59.1,"{""family_household_pct"": 81.8, ""non_family_household_pct"": 40.9, ""lone_person_pct"": 40.9}"
Table Top,NSW,SAL13737,2021,42.0,2475.0,3.0,94.7,4.0,"{""family_household_pct"": 89.4, ""non_family_household_pct"": 11.0, ""lone_person_pct"": 10.2}"
Tabulam,NSW,SAL13738,2021,51.0,701.0,2.2,61.6,17.3,"{""family_household_pct"": 61.1, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 35.1}"
Tacoma,NSW,SAL13739,2021,40.0,1679.0,3.0,78.3,16.9,"{""family_household_pct"": 80.2, ""non_family_household_pct"": 16.9, ""lone_person_pct"": 15.0}"
Tacoma South,NSW,SAL13740,2021,43.0,1781.0,2.6,87.4,6.3,"{""family_household_pct"": 74.7, ""non_family_household_pct"": 24.2, ""lone_person_pct"": 22.1}"
Tahlee,NSW,SAL13741,2021,28.0,966.0,2.4,75.0,100.0,"{""family_household_pct"": 150.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tahmoor,NSW,SAL13742,2021,34.0,1739.0,2.7,66.1,31.5,"{""family_household_pct"": 74.7, ""non_family_household_pct"": 25.4, ""lone_person_pct"": 22.7}"
Talarm,NSW,SAL13743,2021,50.0,1292.0,2.5,82.2,10.0,"{""family_household_pct"": 74.4, ""non_family_household_pct"": 21.1, ""lone_person_pct"": 21.1}"
Talawanta,NSW,SAL13744,2021,59.0,949.0,1.9,75.0,0.0,"{""family_household_pct"": 50.0, ""non_family_household_pct"": 37.5, ""lone_person_pct"": 0.0}"
Talbingo,NSW,SAL13745,2021,61.0,969.0,1.9,64.5,20.4,"{""family_household_pct"": 58.1, ""non_family_household_pct"": 41.9, ""lone_person_pct"": 38.7}"
Tallawang,NSW,SAL13746,2021,38.0,1449.0,2.8,84.7,10.2,"{""family_household_pct"": 74.6, ""non_family_household_pct"": 23.7, ""lone_person_pct"": 15.3}"
Tallawong,NSW,SAL13747,2021,30.0,2759.0,3.2,59.5,38.4,"{""family_household_pct"": 86.4, ""non_family_household_pct"": 13.3, ""lone_person_pct"": 9.8}"
Tallimba,NSW,SAL13748,2021,41.0,1202.0,2.7,61.7,8.3,"{""family_household_pct"": 68.3, ""non_family_household_pct"": 26.7, ""lone_person_pct"": 30.0}"
Tallong,NSW,SAL13749,2021,48.0,1579.0,2.7,87.8,8.5,"{""family_household_pct"": 78.1, ""non_family_household_pct"": 21.9, ""lone_person_pct"": 18.8}"
Tallowal,NSW,SAL13750,2021,0.0,0.0,0.0,,,
Tallowwood Ridge,NSW,SAL13751,2021,60.0,387.0,1.6,130.0,0.0,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 80.0, ""lone_person_pct"": 80.0}"
Tallwood,NSW,SAL13752,2021,61.0,2036.0,2.2,96.3,25.9,"{""family_household_pct"": 77.8, ""non_family_household_pct"": 14.8, ""lone_person_pct"": 14.8}"
Tallwoods Village,NSW,SAL13753,2021,60.0,1314.0,2.2,91.8,8.9,"{""family_household_pct"": 80.0, ""non_family_household_pct"": 21.3, ""lone_person_pct"": 19.1}"
Talmalmo,NSW,SAL13754,2021,57.0,1375.0,1.9,50.0,15.0,"{""family_household_pct"": 35.0, ""non_family_household_pct"": 50.0, ""lone_person_pct"": 50.0}"
Talofa,NSW,SAL13755,2021,47.0,3062.0,2.6,84.8,30.3,"{""family_household_pct"": 87.9, ""non_family_household_pct"": 18.2, ""lone_person_pct"": 12.1}"
Taloumbi,NSW,SAL13756,2021,47.0,1292.0,2.7,82.8,10.3,"{""family_household_pct"": 93.1, ""non_family_household_pct"": 10.3, ""lone_person_pct"": 10.3}"
Tamarama,NSW,SAL13757,2021,36.0,4522.0,2.5,53.0,45.3,"{""family_household_pct"": 69.0, ""non_family_household_pct"": 31.4, ""lone_person_pct"": 21.8}"
Tamban,NSW,SAL13758,2021,55.0,949.0,2.2,78.9,7.9,"{""family_household_pct"": 68.4, ""non_family_household_pct"": 28.9, ""lone_person_pct"": 28.9}"
Tambar Springs,NSW,SAL13759,2021,50.0,1013.0,2.1,72.5,14.7,"{""family_household_pct"": 59.8, ""non_family_household_pct"": 40.2, ""lone_person_pct"": 35.3}"
Tambaroora,NSW,SAL13760,2021,60.0,687.0,1.8,64.3,0.0,"{""family_household_pct"": 64.3, ""non_family_household_pct"": 64.3, ""lone_person_pct"": 57.1}"
Taminda,NSW,SAL13761,2021,34.0,1375.0,2.2,58.8,70.6,"{""family_household_pct"": 41.2, ""non_family_household_pct"": 76.5, ""lone_person_pct"": 47.1}"
Tamworth,NSW,SAL13762,2021,49.0,697.0,1.7,26.7,51.1,"{""family_household_pct"": 34.4, ""non_family_household_pct"": 73.3, ""lone_person_pct"": 60.0}"
Tanglewood,NSW,SAL13763,2021,43.0,1875.0,2.2,87.2,23.1,"{""family_household_pct"": 64.1, ""non_family_household_pct"": 28.2, ""lone_person_pct"": 28.2}"
Tanilba Bay,NSW,SAL13764,2021,48.0,1131.0,2.4,70.8,26.4,"{""family_household_pct"": 70.0, ""non_family_household_pct"": 29.7, ""lone_person_pct"": 26.0}"
Tanja,NSW,SAL13765,2021,58.0,1042.0,2.0,83.6,15.1,"{""family_household_pct"": 60.3, ""non_family_household_pct"": 43.8, ""lone_person_pct"": 43.8}"
Tannas Mount,NSW,SAL13766,2021,45.0,1833.0,2.7,86.7,26.7,"{""family_household_pct"": 86.7, ""non_family_household_pct"": 40.0, ""lone_person_pct"": 40.0}"
Tantangara,NSW,SAL13767,2021,0.0,0.0,0.0,,,
Tantawangalo,NSW,SAL13768,2021,52.0,1333.0,2.4,85.5,10.9,"{""family_household_pct"": 69.1, ""non_family_household_pct"": 25.5, ""lone_person_pct"": 16.4}"
Tantonan,NSW,SAL13769,2021,61.0,1375.0,1.9,50.0,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Tapitallee,NSW,SAL13770,2021,52.0,2062.0,2.7,96.8,2.8,"{""family_household_pct"": 82.6, ""non_family_household_pct"": 15.6, ""lone_person_pct"": 15.6}"
Tara,NSW,SAL13771,2021,39.0,1437.0,3.3,91.7,0.0,"{""family_household_pct"": 100.0, ""non_family_household_pct"": 0.0, ""lone_person_pct"": 0.0}"
Taradale,NSW,SAL13772,2021,51.0,1312.0,2.2,83.3,0.0,"{""family_household_pct"": 58.3, ""non_family_household_pct"": 41.7, ""lone_person_pct"": 41.7}"
Tarago,NSW,SAL13773,2021,40.0,2027.0,2.6,81.1,11.1,"{""family_household_pct"": 80.6, ""non_family_household_pct"": 20.0, ""lone_person_pct"": 17.2}"
